source_ip,dest_ip,source_port,dest_port,protocol,timestamp,bytes_transferred,packets_sent,label
192.168.61.97,10.0.178.183,61196,671,UDP,2023-10-10 13:15:55.903451,7901,6,0
192.168.208.210,10.0.203.156,11045,931,UDP,2023-10-10 13:57:36.908904,2177,74,0
192.168.174.208,10.0.157.197,3066,596,TCP,2023-10-10 13:58:45.914393,521,93,0
192.168.111.58,10.0.3.199,63425,213,UDP,2023-10-10 13:19:51.919892,2207,54,0
192.168.91.171,10.0.75.27,27941,489,TCP,2023-10-10 13:43:00.925204,2393,40,0
192.168.126.173,10.0.74.14,19259,167,UDP,2023-10-10 13:55:30.930847,9024,91,0
192.168.122.183,10.0.39.1,37385,537,TCP,2023-10-10 13:37:19.936235,8850,92,0
192.168.151.252,10.0.190.110,32656,275,UDP,2023-10-10 13:53:06.941953,9003,7,0
192.168.50.211,10.0.18.105,50465,698,TCP,2023-10-10 13:18:44.947396,2680,3,0
192.168.49.5,10.0.39.188,15402,486,UDP,2023-10-10 13:14:18.952923,3378,52,0
192.168.64.224,10.0.152.113,49395,494,TCP,2023-10-10 13:16:50.958248,37360,99,1
192.168.38.26,10.0.69.146,13709,983,UDP,2023-10-10 13:21:22.963758,5961,96,0
192.168.4.223,10.0.152.7,58852,672,ICMP,2023-10-10 13:54:42.969183,41563,92,1
192.168.43.40,10.0.123.104,47979,1017,TCP,2023-10-10 13:24:36.975352,571,63,0
192.168.94.223,10.0.228.20,21394,108,TCP,2023-10-10 13:11:10.981108,1868,6,0
192.168.48.145,10.0.217.54,36296,647,UDP,2023-10-10 13:12:10.987649,7746,3,0
192.168.3.76,10.0.89.228,27969,784,ICMP,2023-10-10 13:58:03.993454,20538,2,1
192.168.235.178,10.0.112.62,13415,202,ICMP,2023-10-10 13:31:39.999947,8825,86,0
192.168.59.127,10.0.185.138,33419,168,UDP,2023-10-10 13:20:44.005635,9432,60,0
192.168.98.76,10.0.14.249,32403,582,ICMP,2023-10-10 13:16:27.011526,4188,16,0
192.168.143.142,10.0.71.13,54751,532,ICMP,2023-10-10 13:12:58.017518,6949,64,0
192.168.65.141,10.0.20.123,9548,351,ICMP,2023-10-10 13:41:55.023151,4544,90,0
192.168.59.253,10.0.110.127,2830,742,TCP,2023-10-10 13:49:20.028723,1138,45,0
192.168.151.129,10.0.74.204,27356,861,UDP,2023-10-10 13:54:39.034492,4609,82,0
192.168.189.132,10.0.103.53,32764,372,UDP,2023-10-10 13:11:31.039986,3607,55,0
192.168.185.117,10.0.74.229,60412,428,TCP,2023-10-10 13:17:31.045448,5975,47,0
192.168.105.72,10.0.202.147,60261,237,ICMP,2023-10-10 13:43:25.050948,3538,28,0
192.168.120.72,10.0.189.59,33068,776,TCP,2023-10-10 13:23:22.056525,6473,75,0
192.168.157.128,10.0.159.207,46229,203,TCP,2023-10-10 13:27:56.061923,6713,30,0
192.168.196.58,10.0.202.49,22885,795,ICMP,2023-10-10 13:03:41.067460,5666,13,0
192.168.120.11,10.0.126.240,26517,285,TCP,2023-10-10 13:03:31.072878,1736,72,0
192.168.111.165,10.0.168.96,14502,236,UDP,2023-10-10 13:39:55.078656,8361,11,0
192.168.116.52,10.0.189.93,61629,787,ICMP,2023-10-10 13:57:00.084165,1952,50,0
192.168.199.100,10.0.251.2,34669,367,TCP,2023-10-10 13:23:37.089626,7670,12,0
192.168.195.156,10.0.135.29,20332,544,TCP,2023-10-10 13:28:49.095139,4658,44,0
192.168.7.207,10.0.108.50,23577,196,UDP,2023-10-10 13:56:35.100741,2590,84,0
192.168.154.182,10.0.82.9,7984,547,UDP,2023-10-10 13:27:45.106169,346,39,0
192.168.232.130,10.0.235.190,33780,68,TCP,2023-10-10 13:54:02.111800,6519,8,0
192.168.137.243,10.0.250.83,64291,695,TCP,2023-10-10 13:14:41.117320,7524,52,0
192.168.118.150,10.0.71.119,6430,269,ICMP,2023-10-10 13:43:42.123002,5079,24,0
192.168.12.9,10.0.40.130,26011,668,TCP,2023-10-10 13:20:13.128540,1665,9,0
192.168.65.100,10.0.119.98,53607,395,UDP,2023-10-10 13:17:25.134298,8140,53,0
192.168.131.143,10.0.125.188,57415,28,UDP,2023-10-10 13:55:02.139742,5685,96,0
192.168.196.161,10.0.107.104,47640,371,TCP,2023-10-10 13:32:53.145075,3981,37,0
192.168.164.119,10.0.62.195,39125,398,UDP,2023-10-10 13:02:59.150548,1361,84,0
192.168.57.87,10.0.240.234,22230,407,TCP,2023-10-10 13:52:44.156071,3811,31,0
192.168.214.202,10.0.87.129,64157,688,TCP,2023-10-10 13:03:22.161594,6384,71,0
192.168.245.9,10.0.41.226,11986,710,TCP,2023-10-10 13:22:54.167250,7326,93,0
192.168.20.40,10.0.48.60,36292,532,ICMP,2023-10-10 13:10:28.172707,3748,83,0
192.168.111.99,10.0.62.193,33874,684,ICMP,2023-10-10 13:30:37.178851,5830,91,0
192.168.153.1,10.0.203.251,19509,517,UDP,2023-10-10 13:27:56.184489,9961,94,0
192.168.89.248,10.0.161.65,34490,802,TCP,2023-10-10 13:10:56.190072,5390,99,0
192.168.120.204,10.0.97.115,64076,330,TCP,2023-10-10 13:12:15.195611,172,18,0
192.168.3.221,10.0.210.22,10183,138,ICMP,2023-10-10 13:13:15.201106,4456,92,0
192.168.117.201,10.0.39.222,15424,854,UDP,2023-10-10 13:16:25.207234,625,41,0
192.168.43.206,10.0.107.128,35296,566,ICMP,2023-10-10 13:58:31.213831,993,32,0
192.168.139.89,10.0.85.111,4368,165,TCP,2023-10-10 13:47:05.219581,8212,67,0
192.168.223.46,10.0.2.252,60814,784,TCP,2023-10-10 13:56:28.225251,8423,4,0
192.168.103.95,10.0.239.180,9806,583,ICMP,2023-10-10 13:05:19.230912,4429,33,0
192.168.194.126,10.0.122.17,32040,177,ICMP,2023-10-10 13:36:26.236750,4107,49,0
192.168.120.41,10.0.9.246,63345,791,ICMP,2023-10-10 13:50:01.242272,9585,1,0
192.168.174.170,10.0.31.177,29476,1009,TCP,2023-10-10 13:05:28.247794,9846,94,0
192.168.142.195,10.0.99.130,25474,812,UDP,2023-10-10 13:14:07.253368,7189,71,0
192.168.204.76,10.0.75.96,15380,938,ICMP,2023-10-10 13:42:25.259115,7876,64,0
192.168.173.101,10.0.211.36,17594,26,ICMP,2023-10-10 13:02:59.264661,6617,7,0
192.168.216.228,10.0.193.42,42256,262,UDP,2023-10-10 13:20:44.270084,7446,57,0
192.168.32.226,10.0.220.51,6231,115,TCP,2023-10-10 13:40:56.275497,8923,52,0
192.168.88.220,10.0.182.223,25053,387,ICMP,2023-10-10 13:57:32.281013,6921,60,0
192.168.28.99,10.0.66.199,40907,790,ICMP,2023-10-10 13:40:38.286440,3787,81,0
192.168.77.36,10.0.158.107,52462,893,UDP,2023-10-10 13:35:23.292031,7589,26,0
192.168.252.118,10.0.224.57,37614,733,UDP,2023-10-10 13:41:50.297458,1741,49,0
192.168.74.100,10.0.79.66,38654,920,TCP,2023-10-10 13:55:17.303469,4590,21,0
192.168.242.128,10.0.162.188,40237,114,UDP,2023-10-10 13:49:35.309254,2947,57,0
192.168.134.87,10.0.43.193,24319,828,ICMP,2023-10-10 13:03:17.314997,3444,18,0
192.168.140.109,10.0.157.141,30290,820,UDP,2023-10-10 13:01:04.320421,1840,29,0
192.168.226.54,10.0.196.129,2059,228,ICMP,2023-10-10 13:58:10.325888,8991,27,0
192.168.113.94,10.0.75.226,31559,512,ICMP,2023-10-10 13:45:21.331435,3142,16,0
192.168.171.94,10.0.95.235,19144,157,ICMP,2023-10-10 13:05:57.336891,3083,21,0
192.168.13.37,10.0.57.79,16379,940,UDP,2023-10-10 13:00:40.342391,8832,100,0
192.168.115.234,10.0.123.243,35859,745,UDP,2023-10-10 13:45:31.348175,7744,68,0
192.168.55.131,10.0.3.33,15847,348,UDP,2023-10-10 13:14:19.353620,1522,36,0
192.168.168.3,10.0.49.99,23654,815,UDP,2023-10-10 13:06:41.359091,1602,20,0
192.168.117.243,10.0.54.227,41066,845,UDP,2023-10-10 13:43:19.364534,574,98,0
192.168.133.158,10.0.63.67,37657,739,UDP,2023-10-10 13:06:03.369943,5242,72,0
192.168.55.218,10.0.141.155,60913,39,ICMP,2023-10-10 13:13:37.375424,6743,51,0
192.168.227.106,10.0.241.157,11593,832,ICMP,2023-10-10 13:39:25.381308,9331,67,0
192.168.63.80,10.0.189.43,64029,868,ICMP,2023-10-10 13:21:40.387393,8469,77,0
192.168.209.38,10.0.118.127,64238,372,TCP,2023-10-10 13:40:59.393078,7060,40,0
192.168.127.79,10.0.221.229,60450,973,ICMP,2023-10-10 13:41:59.398657,7792,93,0
192.168.222.8,10.0.27.133,29613,439,TCP,2023-10-10 13:34:59.404214,4220,10,0
192.168.193.188,10.0.22.249,27280,59,UDP,2023-10-10 13:46:31.410933,3293,47,0
192.168.53.53,10.0.243.247,8089,680,ICMP,2023-10-10 13:57:58.417117,5318,27,0
192.168.108.121,10.0.243.134,35152,23,TCP,2023-10-10 13:21:33.422852,9013,82,0
192.168.114.103,10.0.12.248,19050,210,ICMP,2023-10-10 13:46:32.428414,7338,36,0
192.168.3.50,10.0.113.230,12306,654,TCP,2023-10-10 13:02:27.433928,5492,97,0
192.168.131.95,10.0.215.104,41460,564,UDP,2023-10-10 13:26:22.439675,2665,61,0
192.168.16.133,10.0.164.45,55711,857,ICMP,2023-10-10 13:38:44.445131,6404,34,0
192.168.211.138,10.0.165.75,27762,684,ICMP,2023-10-10 13:08:01.450609,2669,40,0
192.168.10.37,10.0.252.100,27488,211,UDP,2023-10-10 13:48:42.456090,4279,26,0
192.168.72.89,10.0.230.77,58415,125,TCP,2023-10-10 13:09:25.461594,7934,53,0
192.168.20.199,10.0.238.57,61149,579,UDP,2023-10-10 13:05:59.467103,49111,58,1
192.168.217.26,10.0.56.142,27034,97,UDP,2023-10-10 13:13:15.472515,4547,14,0
192.168.7.161,10.0.185.239,59549,627,TCP,2023-10-10 13:20:26.477995,8539,41,0
192.168.173.108,10.0.94.194,16126,886,ICMP,2023-10-10 13:07:06.483850,4811,92,0
192.168.152.169,10.0.182.97,43412,222,ICMP,2023-10-10 13:28:49.489325,6972,83,0
192.168.44.48,10.0.226.107,3141,840,ICMP,2023-10-10 13:05:16.494794,2384,68,0
192.168.11.237,10.0.122.195,44554,866,TCP,2023-10-10 13:57:21.500262,1235,75,0
192.168.101.141,10.0.163.97,4215,650,ICMP,2023-10-10 13:13:07.505703,5402,16,0
192.168.105.173,10.0.65.253,7367,640,UDP,2023-10-10 13:01:53.511129,821,41,0
192.168.237.28,10.0.18.123,62143,969,ICMP,2023-10-10 13:00:21.516661,6884,61,0
192.168.36.94,10.0.213.201,30918,389,ICMP,2023-10-10 13:40:01.522186,2485,86,0
192.168.154.83,10.0.178.140,11786,287,ICMP,2023-10-10 13:44:54.528006,1712,17,0
192.168.202.149,10.0.228.10,50426,954,ICMP,2023-10-10 13:00:56.533610,3711,80,0
192.168.182.70,10.0.148.24,41929,917,UDP,2023-10-10 13:55:09.538988,4379,41,0
192.168.169.120,10.0.97.213,55720,303,UDP,2023-10-10 13:45:20.544456,4467,52,0
192.168.81.73,10.0.68.148,21974,998,ICMP,2023-10-10 12:59:55.549980,7580,14,0
192.168.159.16,10.0.240.234,10363,484,ICMP,2023-10-10 13:36:44.555473,25346,22,1
192.168.218.39,10.0.185.51,64668,167,TCP,2023-10-10 13:32:53.560856,1698,64,0
192.168.131.166,10.0.125.47,13720,793,UDP,2023-10-10 13:16:21.566435,2420,89,0
192.168.119.195,10.0.101.81,43529,672,TCP,2023-10-10 13:13:12.572145,1364,43,0
192.168.209.106,10.0.185.21,38026,443,UDP,2023-10-10 13:12:06.577675,5665,99,0
192.168.229.69,10.0.104.242,48146,420,UDP,2023-10-10 13:18:13.583142,8417,19,0
192.168.230.54,10.0.91.7,49306,174,UDP,2023-10-10 13:01:16.589345,7753,88,0
192.168.219.167,10.0.230.254,59376,666,TCP,2023-10-10 13:09:44.595077,6389,56,0
192.168.186.180,10.0.102.55,33834,24,ICMP,2023-10-10 13:36:13.600570,1037,61,0
192.168.41.186,10.0.39.148,61851,749,ICMP,2023-10-10 13:54:57.607332,6319,45,0
192.168.35.52,10.0.96.4,14705,2,UDP,2023-10-10 13:19:56.613468,8141,73,0
192.168.1.170,10.0.247.191,2112,61,ICMP,2023-10-10 13:08:41.619535,5008,37,0
192.168.106.131,10.0.6.230,60819,424,ICMP,2023-10-10 13:14:49.625081,7983,90,0
192.168.171.246,10.0.3.5,23653,143,TCP,2023-10-10 13:27:38.630704,4433,28,0
192.168.40.82,10.0.48.254,20571,219,UDP,2023-10-10 13:09:37.636334,4558,98,0
192.168.125.103,10.0.8.24,57764,809,TCP,2023-10-10 12:59:55.641886,5970,86,0
192.168.95.20,10.0.15.21,38098,679,ICMP,2023-10-10 13:52:14.647380,6685,79,0
192.168.128.134,10.0.191.204,44951,427,UDP,2023-10-10 13:34:42.652916,7897,92,0
192.168.74.38,10.0.55.34,38963,515,ICMP,2023-10-10 13:44:59.658462,5378,19,0
192.168.251.86,10.0.43.153,24276,920,TCP,2023-10-10 13:10:28.664441,4832,81,0
192.168.205.13,10.0.95.47,52431,428,UDP,2023-10-10 13:49:32.669911,1419,35,0
192.168.11.120,10.0.197.178,46550,91,UDP,2023-10-10 13:54:54.675431,6474,59,0
192.168.134.225,10.0.68.41,21895,429,ICMP,2023-10-10 13:54:40.680879,8308,12,0
192.168.217.196,10.0.207.17,25105,840,UDP,2023-10-10 13:37:29.686300,6396,63,0
192.168.1.22,10.0.18.218,3676,110,UDP,2023-10-10 13:35:18.691835,390,64,0
192.168.173.73,10.0.127.72,26622,100,ICMP,2023-10-10 13:24:25.697340,505,86,0
192.168.227.151,10.0.25.142,16439,355,UDP,2023-10-10 13:13:46.702793,7295,36,0
192.168.37.231,10.0.139.33,32248,29,UDP,2023-10-10 13:38:50.708523,5105,65,0
192.168.130.174,10.0.126.245,58738,686,UDP,2023-10-10 13:42:37.714014,1390,21,0
192.168.172.184,10.0.17.253,63065,963,TCP,2023-10-10 13:51:41.719455,6928,87,0
192.168.237.129,10.0.249.218,22041,71,UDP,2023-10-10 13:54:52.724888,6072,36,0
192.168.235.86,10.0.232.7,15430,662,UDP,2023-10-10 13:37:49.730389,4512,17,0
192.168.141.34,10.0.131.179,32911,185,UDP,2023-10-10 13:50:19.735772,8537,38,0
192.168.105.225,10.0.234.123,54484,432,ICMP,2023-10-10 13:14:16.741227,2272,80,0
192.168.205.74,10.0.100.117,45544,542,ICMP,2023-10-10 13:23:08.746867,1638,14,0
192.168.3.54,10.0.126.47,60897,834,UDP,2023-10-10 13:05:14.753134,1724,70,0
192.168.183.33,10.0.15.118,59580,182,ICMP,2023-10-10 13:50:11.758851,3742,4,0
192.168.21.140,10.0.182.166,60319,670,UDP,2023-10-10 13:38:15.764357,7280,97,0
192.168.113.187,10.0.222.199,39283,964,TCP,2023-10-10 13:09:17.769878,7318,94,0
192.168.201.207,10.0.87.229,61474,797,ICMP,2023-10-10 12:59:11.775306,9921,12,0
192.168.79.248,10.0.150.31,63543,823,TCP,2023-10-10 13:26:52.780770,3395,27,0
192.168.64.51,10.0.225.72,47997,362,UDP,2023-10-10 13:08:46.786197,8779,89,0
192.168.165.125,10.0.7.171,2245,848,ICMP,2023-10-10 13:04:50.792148,291,76,0
192.168.26.242,10.0.245.195,50534,236,UDP,2023-10-10 13:00:50.798223,6015,55,0
192.168.195.10,10.0.160.181,43502,958,ICMP,2023-10-10 13:15:34.804570,6042,44,0
192.168.232.136,10.0.177.1,46703,85,UDP,2023-10-10 13:36:34.810157,187,54,0
192.168.213.76,10.0.33.109,44451,804,ICMP,2023-10-10 13:47:14.816518,2379,77,0
192.168.242.4,10.0.251.55,1727,777,UDP,2023-10-10 13:30:43.822196,76,60,0
192.168.23.154,10.0.108.92,11671,217,ICMP,2023-10-10 13:30:55.827670,1254,34,0
192.168.77.122,10.0.215.244,8803,510,TCP,2023-10-10 13:35:06.833280,9777,33,0
192.168.15.38,10.0.29.83,36544,708,ICMP,2023-10-10 13:28:40.838881,1712,86,0
192.168.28.141,10.0.201.192,14433,755,ICMP,2023-10-10 13:01:56.844681,4227,33,0
192.168.166.204,10.0.46.78,47862,831,UDP,2023-10-10 13:25:41.850297,4865,88,0
192.168.54.157,10.0.155.254,5674,661,ICMP,2023-10-10 13:36:07.855801,3265,32,0
192.168.222.59,10.0.237.45,26172,248,UDP,2023-10-10 13:38:40.861283,102,28,0
192.168.77.97,10.0.110.210,49170,835,UDP,2023-10-10 13:32:55.866797,6054,39,0
192.168.15.105,10.0.66.162,17316,613,ICMP,2023-10-10 13:23:48.872335,44287,18,1
192.168.76.52,10.0.162.188,22616,195,UDP,2023-10-10 13:13:38.877690,7441,54,0
192.168.163.165,10.0.250.84,28443,710,UDP,2023-10-10 13:29:42.883278,9028,85,0
192.168.96.212,10.0.160.158,42214,206,ICMP,2023-10-10 13:05:32.888954,3360,27,0
192.168.75.176,10.0.202.172,24521,488,UDP,2023-10-10 13:04:21.894441,1418,68,0
192.168.43.223,10.0.123.215,27048,576,ICMP,2023-10-10 13:57:08.900087,2954,58,0
192.168.35.156,10.0.90.48,32883,301,UDP,2023-10-10 13:48:07.905434,9661,90,0
192.168.29.140,10.0.215.47,58964,388,UDP,2023-10-10 13:06:28.910884,837,91,0
192.168.26.13,10.0.169.201,31894,953,TCP,2023-10-10 13:28:59.916407,684,26,0
192.168.24.84,10.0.115.118,26894,221,TCP,2023-10-10 13:58:55.921886,1675,99,0
192.168.198.136,10.0.74.69,16428,974,UDP,2023-10-10 13:20:41.927320,4235,40,0
192.168.100.101,10.0.249.234,43705,70,ICMP,2023-10-10 13:24:50.933203,3006,43,0
192.168.141.116,10.0.113.213,29913,898,TCP,2023-10-10 13:17:21.938666,298,69,0
192.168.130.57,10.0.177.228,65534,699,UDP,2023-10-10 13:39:51.944121,9809,57,0
192.168.124.157,10.0.108.194,43602,609,TCP,2023-10-10 13:20:04.949601,5856,57,0
192.168.139.85,10.0.224.90,58205,905,UDP,2023-10-10 13:53:21.955108,5285,52,0
192.168.233.48,10.0.58.210,34723,788,ICMP,2023-10-10 13:53:23.960421,6748,29,0
192.168.79.98,10.0.86.99,33016,293,UDP,2023-10-10 13:01:32.965848,9537,47,0
192.168.45.14,10.0.111.123,50169,590,TCP,2023-10-10 13:41:29.971308,7598,10,0
192.168.162.83,10.0.208.136,17849,21,UDP,2023-10-10 13:40:40.977091,1642,62,0
192.168.137.17,10.0.36.81,48251,701,ICMP,2023-10-10 13:22:21.982689,682,71,0
192.168.240.101,10.0.72.253,30851,487,UDP,2023-10-10 13:11:29.988176,8964,89,0
192.168.8.158,10.0.140.220,41975,833,TCP,2023-10-10 13:31:34.993894,9804,59,0
192.168.23.239,10.0.84.216,24776,936,ICMP,2023-10-10 13:47:27.999958,840,97,0
192.168.106.38,10.0.54.110,64574,599,UDP,2023-10-10 13:46:24.005757,1819,70,0
192.168.31.165,10.0.59.152,18449,113,UDP,2023-10-10 13:24:28.011303,7734,28,0
192.168.167.89,10.0.80.186,6377,421,UDP,2023-10-10 13:27:34.017124,86,81,0
192.168.126.54,10.0.112.104,23661,321,ICMP,2023-10-10 13:47:29.024144,6829,96,0
192.168.26.222,10.0.59.38,6478,140,ICMP,2023-10-10 13:28:02.030910,45534,23,1
192.168.55.75,10.0.160.177,5479,963,UDP,2023-10-10 13:21:28.036822,4273,44,0
192.168.21.182,10.0.150.88,8867,309,UDP,2023-10-10 13:22:39.042455,1240,38,0
192.168.135.227,10.0.140.134,31294,410,TCP,2023-10-10 13:16:08.048170,6688,71,0
192.168.231.122,10.0.223.194,49838,142,UDP,2023-10-10 13:32:13.053686,7935,6,0
192.168.182.199,10.0.94.167,61354,327,UDP,2023-10-10 13:34:28.059164,7089,86,0
192.168.146.95,10.0.209.23,64470,983,UDP,2023-10-10 13:45:45.064775,723,65,0
192.168.124.153,10.0.226.152,47435,516,TCP,2023-10-10 13:35:05.070501,6587,21,0
192.168.254.72,10.0.10.24,38896,460,ICMP,2023-10-10 13:32:37.076009,7677,59,0
192.168.142.86,10.0.19.71,2593,194,UDP,2023-10-10 13:29:58.081520,2432,44,0
192.168.200.88,10.0.210.110,12578,518,UDP,2023-10-10 13:13:06.087266,6205,99,0
192.168.198.248,10.0.194.178,15043,313,UDP,2023-10-10 13:53:54.092652,9324,37,0
192.168.55.168,10.0.160.231,41878,649,UDP,2023-10-10 13:02:36.098244,3596,86,0
192.168.107.24,10.0.245.83,14221,663,TCP,2023-10-10 13:00:48.103714,1362,57,0
192.168.112.153,10.0.162.169,38729,673,ICMP,2023-10-10 13:07:58.109217,100,49,0
192.168.39.130,10.0.105.64,31861,750,ICMP,2023-10-10 13:19:03.115115,6852,20,0
192.168.182.58,10.0.171.168,14047,691,UDP,2023-10-10 13:45:13.120648,9054,59,0
192.168.137.182,10.0.49.208,12108,371,UDP,2023-10-10 13:13:57.126113,4084,18,0
192.168.246.149,10.0.19.7,19647,957,UDP,2023-10-10 13:54:18.131632,2712,93,0
192.168.226.119,10.0.187.164,23016,517,ICMP,2023-10-10 13:35:25.137384,1963,44,0
192.168.248.187,10.0.134.5,44135,706,TCP,2023-10-10 13:06:49.142863,6692,73,0
192.168.230.32,10.0.155.249,48536,661,ICMP,2023-10-10 13:54:30.148342,6675,96,0
192.168.154.56,10.0.239.45,4898,487,TCP,2023-10-10 13:50:13.153880,5264,20,0
192.168.66.187,10.0.251.134,39187,692,TCP,2023-10-10 13:31:15.159708,5095,84,0
192.168.193.93,10.0.45.88,42983,427,TCP,2023-10-10 13:23:23.165249,9471,59,0
192.168.245.181,10.0.173.4,56116,375,ICMP,2023-10-10 13:42:27.170779,1061,87,0
192.168.73.166,10.0.137.109,51399,221,UDP,2023-10-10 13:26:29.176273,7734,62,0
192.168.207.89,10.0.88.87,41842,133,TCP,2023-10-10 13:23:12.181760,5257,50,0
192.168.245.148,10.0.165.48,21059,317,UDP,2023-10-10 13:02:50.187312,5810,68,0
192.168.70.100,10.0.43.188,33811,458,TCP,2023-10-10 13:05:42.192797,3656,59,0
192.168.71.104,10.0.185.16,28356,1014,TCP,2023-10-10 13:50:11.198472,1504,56,0
192.168.155.68,10.0.241.206,56894,855,UDP,2023-10-10 13:19:49.204925,1417,12,0
192.168.58.220,10.0.209.118,16918,492,UDP,2023-10-10 13:12:06.210730,4884,41,0
192.168.34.42,10.0.197.229,15926,103,UDP,2023-10-10 13:25:36.217248,3472,53,0
192.168.74.19,10.0.85.94,43831,421,UDP,2023-10-10 13:03:13.222888,454,71,0
192.168.201.224,10.0.179.10,18129,69,UDP,2023-10-10 12:59:33.228601,6021,4,0
192.168.113.253,10.0.62.20,58623,1017,ICMP,2023-10-10 13:35:11.234376,1791,90,0
192.168.116.23,10.0.231.16,39390,87,UDP,2023-10-10 13:38:54.240133,5799,29,0
192.168.112.19,10.0.180.223,54356,978,ICMP,2023-10-10 13:07:31.245843,5320,13,0
192.168.170.111,10.0.195.49,26374,528,ICMP,2023-10-10 13:02:42.251766,2413,34,0
192.168.220.45,10.0.246.37,58014,779,TCP,2023-10-10 13:49:20.257313,4581,84,0
192.168.178.203,10.0.123.205,18317,122,TCP,2023-10-10 13:42:56.262909,113,71,0
192.168.71.143,10.0.233.61,12726,11,TCP,2023-10-10 13:16:40.268496,564,3,0
192.168.117.27,10.0.203.233,29498,448,ICMP,2023-10-10 13:18:35.273989,9125,19,0
192.168.79.194,10.0.113.208,62335,944,TCP,2023-10-10 13:45:31.279585,462,46,0
192.168.4.176,10.0.92.152,59324,484,TCP,2023-10-10 13:05:09.285043,4169,66,0
192.168.173.152,10.0.93.168,37206,323,TCP,2023-10-10 13:53:08.290653,6868,83,0
192.168.142.211,10.0.141.113,13121,808,TCP,2023-10-10 13:03:21.296414,7083,61,0
192.168.233.91,10.0.48.104,44919,1015,UDP,2023-10-10 13:03:56.301849,1056,19,0
192.168.98.175,10.0.106.180,19643,292,ICMP,2023-10-10 13:20:10.307394,367,27,0
192.168.158.95,10.0.169.28,55733,646,UDP,2023-10-10 13:15:14.312795,6100,83,0
192.168.45.145,10.0.184.188,62394,522,ICMP,2023-10-10 13:23:46.318261,6605,44,0
192.168.97.189,10.0.36.190,16408,197,UDP,2023-10-10 13:23:05.323692,97,31,0
192.168.212.96,10.0.176.169,23799,975,UDP,2023-10-10 13:06:05.329275,5428,36,0
192.168.16.36,10.0.175.134,59190,514,TCP,2023-10-10 13:44:55.334781,7866,37,0
192.168.46.244,10.0.192.212,56957,7,TCP,2023-10-10 13:44:18.340446,3738,19,0
192.168.88.104,10.0.204.225,11643,893,ICMP,2023-10-10 13:14:05.346026,746,90,0
192.168.17.14,10.0.46.63,34694,772,TCP,2023-10-10 13:56:51.351521,5524,33,0
192.168.162.149,10.0.195.51,7532,362,ICMP,2023-10-10 13:36:50.357022,8482,68,0
192.168.37.70,10.0.154.36,33930,454,TCP,2023-10-10 13:55:11.362601,1599,18,0
192.168.167.20,10.0.223.115,54910,46,UDP,2023-10-10 13:22:53.367958,1737,100,0
192.168.14.193,10.0.174.207,46441,960,UDP,2023-10-10 13:50:14.373504,3725,31,0
192.168.126.29,10.0.141.110,40323,648,UDP,2023-10-10 13:29:11.378954,7241,64,0
192.168.203.245,10.0.244.61,2388,1021,ICMP,2023-10-10 13:58:44.384783,2401,56,0
192.168.229.109,10.0.18.197,37090,947,ICMP,2023-10-10 13:11:47.390251,5793,60,0
192.168.219.59,10.0.34.186,27782,122,TCP,2023-10-10 13:13:48.395731,6126,83,0
192.168.56.226,10.0.55.135,62411,421,ICMP,2023-10-10 13:33:21.401286,1563,30,0
192.168.172.132,10.0.186.187,16070,912,ICMP,2023-10-10 13:17:45.407013,3210,19,0
192.168.189.125,10.0.190.143,46261,649,ICMP,2023-10-10 13:46:11.412780,21612,45,1
192.168.142.16,10.0.98.73,63075,490,TCP,2023-10-10 13:41:53.418532,8200,27,0
192.168.65.155,10.0.204.140,19137,65,TCP,2023-10-10 13:35:36.424227,1129,45,0
192.168.21.199,10.0.238.249,44765,877,UDP,2023-10-10 13:30:19.430105,7185,62,0
192.168.7.204,10.0.109.211,18543,922,UDP,2023-10-10 13:20:54.435568,9735,19,0
192.168.220.170,10.0.108.76,51815,9,UDP,2023-10-10 13:01:18.442139,2201,84,0
192.168.201.66,10.0.59.76,45796,414,UDP,2023-10-10 13:53:00.448174,6598,66,0
192.168.160.144,10.0.243.116,39088,816,ICMP,2023-10-10 13:45:35.453782,2248,16,0
192.168.20.195,10.0.78.214,55937,448,TCP,2023-10-10 13:58:35.459423,2912,31,0
192.168.51.206,10.0.161.179,26771,645,TCP,2023-10-10 13:23:27.465017,8564,69,0
192.168.146.248,10.0.31.209,16208,780,UDP,2023-10-10 13:02:14.470588,9812,35,0
192.168.5.23,10.0.247.102,28848,823,ICMP,2023-10-10 13:46:08.476261,8066,79,0
192.168.103.88,10.0.109.211,23902,657,ICMP,2023-10-10 13:27:32.481758,26793,74,1
192.168.25.25,10.0.246.219,41654,804,UDP,2023-10-10 13:42:19.487343,9167,23,0
192.168.108.102,10.0.134.119,64131,91,UDP,2023-10-10 13:41:24.492883,7560,65,0
192.168.132.95,10.0.109.166,52578,810,TCP,2023-10-10 13:14:34.498541,8481,87,0
192.168.88.57,10.0.24.231,31344,353,ICMP,2023-10-10 13:12:36.503930,3113,51,0
192.168.138.119,10.0.137.186,12540,971,TCP,2023-10-10 12:59:34.509439,2477,88,0
192.168.13.65,10.0.177.89,31305,322,TCP,2023-10-10 13:45:59.515202,9253,93,0
192.168.104.170,10.0.156.66,57508,436,ICMP,2023-10-10 13:27:06.520858,694,58,0
192.168.241.119,10.0.28.91,15617,316,ICMP,2023-10-10 13:47:41.526333,9635,59,0
